3705	80271	27124	22908	3632	3628	3706	51763	3707																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
80339	11343	5406	8513	5407	9388	3991																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	
55317	9179	55745	10947	10239	11154	9907																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	
7994	8089	64769	9643	7862	9330	6603	51412	2976	55193	23774	6944	55257	9329	6595	29117	57634	2975	54556	10902	9328																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
54960	10073	8487	50628	79833	79760																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
92482	582	8195	585	55212	27241																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
51555	10478	9409	5830	8799	8504	5824																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	
5210	4351	5207	57103	5208	5209																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
9420	8435	9023	1583	1718	10858	6646	1593																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
10940	1892	33	55135	3030	51367	9692	23405	6895	3028	51102	55505	35	36	7015	10775																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
55567	146754	56171	8632	64446	8723																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
11236	4598	8789	204	10392	5106	267	2821	3938	29110	200576	9562	5288	7417	2203	6888	7086	57506	1352	79594	10063	231	5609	2593	1757	5287	2628	5211	5315	22876	8821	23464	355	5213	27232	6721	51001	50814	1355	79145	3156	10454	55669	3631	4800	7098	212	4047	4801	9927	3552	23770	498	4597	3948	834	27430	2224	51478	65018	6307	5232	3422	92483	4802	4190	837	51651	57016	9448	9453	356	516	5313	7419	9111																																																																																																																																																																																																																																																																																																																																																																																																												
2688	735	11331	55013	10939	2101	7066	7033	6772	7032	7097	729	731	79568	732	730	7291	6687	7448	221154	733	2057	10367																																																																																																																																																																																																																																																																																																																																																																																																																																																																	
2339	1644	441024	4967	57107	5019	51805	10840	158	79947	4548	23590	2342	100	6898	2271	7054	7299	5053	4594	435	10229	7173	10768	51117	23743	57017	6389	8802	51004	635	64064	4860	79934	65985	353	56997	23382	10797	191																																																																																																																																																																																																																																																																																																																																																																																																																																																
479	5826	10347	11194	20	10058	64240																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	
4092	2626	90865	654	3605	50615	8877	6774	10554	1482	23761	50943	10156	6610	55326	4170	129642	4233	284	4090	23129	2820	4093	81490	5364	6237	8437	10507	3597	9663	23175	30009	54205	10128	56895	5338	56894	27289	59067	3620	7046	9466	2581	2324	10148	6497	3606	2886	79603	29956	253782	58985	22821	5922	8612	50616	9765	23645	5154	3588	7368	8613	6498	3570	3589	23646	9791	9462																																																																																																																																																																																																																																																																																																																																																																																																																				
1408	8553	8864	406	1407	9575																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
80155	8260	60560	79829	80218	27159	84779	5973	79612	55577																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
10371	8829	5361	2023	7167	2280	55558	3578	93	26330	2597	2027	2242	3984	3574	659	3565	1440	92	658	5362																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
8110	9275	55274	9274	5977	6760	605																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	
